['aa', 'bi', 'tw']
['aq', 'dt', 'to']
['aq', 'dt', 'to']
['aq', 'dt', 'to']
['aq', 'dt', 'to']
['aq', 'fu', 'tb']
['aq', 'fu', 'tb']
['aq', 'fu', 'tb']
['aq', 'fu', 'tb']
['aq', 'fu', 'tb']
['aq', 'fu', 'tb']
['aq', 'fu', 'to']
['aq', 'fu', 'to']
['aq', 'fu', 'to']
['aq', 'fu', 'to']
['aq', 'fu', 'to']
['aq', 'fu', 'to']
['aq', 'hn', 'tb']
['aq', 'hn', 'tb']
['aq', 'hn', 'tb']
['aq', 'hn', 'tb']
['aq', 'hn', 'tb']
['aq', 'hn', 'tb']
['aq', 'hn', 'to']
['aq', 'hn', 'to']
['aq', 'hn', 'to']
['aq', 'hn', 'to']
['aq', 'hn', 'to']
['aq', 'hn', 'to']
['aq', 'mi', 'tb']
['aq', 'mi', 'tb']
['aq', 'mi', 'tb']
['aq', 'mi', 'tb']
['aq', 'mi', 'tb']
['aq', 'mi', 'tb']
['aq', 'mi', 'to']
['aq', 'mi', 'to']
['aq', 'mi', 'to']
['aq', 'mi', 'to']
['aq', 'mi', 'to']
['aq', 'mi', 'to']
['aq', 'qz', 'tb']
['aq', 'qz', 'tb']
['aq', 'qz', 'tb']
['aq', 'qz', 'tb']
['aq', 'qz', 'tb']
['aq', 'qz', 'tb']
['aq', 'qz', 'to']
['aq', 'qz', 'to']
['aq', 'qz', 'to']
['aq', 'qz', 'to']
['aq', 'qz', 'to']
['aq', 'qz', 'to']
['aq', 'tb', 'to']
['aq', 'tb', 'to']
['aq', 'tb', 'to']
['aq', 'tb', 'to']
['aq', 'tb', 'to']
['aq', 'tb', 'to']
['aq', 'tb', 'uh']
['aq', 'tb', 'uh']
['aq', 'tb', 'uh']
['aq', 'tb', 'uh']
['aq', 'tb', 'uh']
['aq', 'tb', 'uh']
['aq', 'tb', 'wp']
['aq', 'tb', 'wp']
['aq', 'tb', 'wp']
['aq', 'tb', 'wp']
['aq', 'tb', 'wp']
['aq', 'tb', 'wp']
['aq', 'tb', 'xs']
['aq', 'tb', 'xs']
['aq', 'tb', 'xs']
['aq', 'tb', 'xs']
['aq', 'tb', 'xs']
['aq', 'tb', 'xs']
['aq', 'to', 'uh']
['aq', 'to', 'uh']
['aq', 'to', 'uh']
['aq', 'to', 'uh']
['aq', 'to', 'uh']
['aq', 'to', 'uh']
['aq', 'to', 'wp']
['aq', 'to', 'wp']
['aq', 'to', 'wp']
['aq', 'to', 'wp']
['aq', 'to', 'wp']
['aq', 'to', 'wp']
['aq', 'to', 'xs']
['aq', 'to', 'xs']
['aq', 'to', 'xs']
['aq', 'to', 'xs']
['aq', 'to', 'xs']
['aq', 'to', 'xs']
['as', 'cx', 'tg']
['as', 'cx', 'tg']
['as', 'cx', 'tg']
['as', 'cx', 'tg']
['as', 'cx', 'tg']
['as', 'cx', 'tg']
['as', 'ea', 'tg']
['as', 'ea', 'tg']
['as', 'ea', 'tg']
['as', 'ea', 'tg']
['as', 'ea', 'tg']
['as', 'ea', 'tg']
['as', 'hp', 'tg']
['as', 'hp', 'tg']
['as', 'hp', 'tg']
['as', 'hp', 'tg']
['as', 'hp', 'tg']
['as', 'hp', 'tg']
['as', 'jq', 'tg']
['as', 'jq', 'tg']
['as', 'jq', 'tg']
['as', 'jq', 'tg']
['as', 'jq', 'tg']
['as', 'jq', 'tg']
['as', 'ka', 'tg']
['as', 'ka', 'tg']
['as', 'ka', 'tg']
['as', 'ka', 'tg']
['as', 'ka', 'tg']
['as', 'ka', 'tg']
['as', 'kj', 'tg']
['as', 'kj', 'tg']
['as', 'kj', 'tg']
['as', 'kj', 'tg']
['as', 'kj', 'tg']
['as', 'kj', 'tg']
['as', 'mp', 'tg']
['as', 'mp', 'tg']
['as', 'mp', 'tg']
['as', 'mp', 'tg']
['as', 'mp', 'tg']
['as', 'mp', 'tg']
['as', 'oz', 'tg']
['as', 'oz', 'tg']
['as', 'oz', 'tg']
['as', 'oz', 'tg']
['as', 'oz', 'tg']
['as', 'oz', 'tg']
['as', 'tg', 'wb']
['as', 'tg', 'wb']
['as', 'tg', 'wb']
['as', 'tg', 'wb']
['as', 'tg', 'wb']
['as', 'tg', 'wb']
['as', 'tg', 'xg']
['as', 'tg', 'xg']
['as', 'tg', 'xg']
['as', 'tg', 'xg']
['as', 'tg', 'xg']
['as', 'tg', 'xg']
['av', 'da', 'tq']
['av', 'da', 'tq']
['av', 'da', 'tq']
['av', 'da', 'tq']
['av', 'da', 'tq']
['av', 'da', 'tq']
['av', 'eg', 'tq']
['av', 'eg', 'tq']
['av', 'eg', 'tq']
['av', 'eg', 'tq']
['av', 'eg', 'tq']
['av', 'eg', 'tq']
['av', 'jy', 'tq']
['av', 'jy', 'tq']
['av', 'jy', 'tq']
['av', 'jy', 'tq']
['av', 'jy', 'tq']
['av', 'jy', 'tq']
['av', 'kk', 'tq']
['av', 'kk', 'tq']
['av', 'kk', 'tq']
['av', 'kk', 'tq']
['av', 'kk', 'tq']
['av', 'kk', 'tq']
['av', 'km', 'tq']
['av', 'km', 'tq']
['av', 'km', 'tq']
['av', 'km', 'tq']
['av', 'km', 'tq']
['av', 'km', 'tq']
['av', 'rr', 'tq']
['av', 'rr', 'tq']
['av', 'rr', 'tq']
['av', 'rr', 'tq']
['av', 'rr', 'tq']
['av', 'rr', 'tq']
['av', 'sg', 'tq']
['av', 'sg', 'tq']
['av', 'sg', 'tq']
['av', 'sg', 'tq']
['av', 'sg', 'tq']
['av', 'sg', 'tq']
['av', 'sm', 'tq']
['av', 'sm', 'tq']
['av', 'sm', 'tq']
['av', 'sm', 'tq']
['av', 'sm', 'tq']
['av', 'sm', 'tq']
['av', 'tq', 'uw']
['av', 'tq', 'uw']
['av', 'tq', 'uw']
['av', 'tq', 'uw']
['av', 'tq', 'uw']
['av', 'tq', 'uw']
['av', 'tq', 'wu']
['av', 'tq', 'wu']
['av', 'tq', 'wu']
['av', 'tq', 'wu']
['av', 'tq', 'wu']
['av', 'tq', 'wu']
['aw', 'bb', 'th']
['aw', 'bb', 'th']
['aw', 'bb', 'th']
['aw', 'bb', 'th']
['aw', 'bb', 'th']
['aw', 'bb', 'th']
['aw', 'er', 'th']
['aw', 'er', 'th']
['aw', 'er', 'th']
['aw', 'er', 'th']
['aw', 'er', 'th']
['aw', 'er', 'th']
['aw', 'fi', 'th']
['aw', 'fi', 'th']
['aw', 'fi', 'th']
['aw', 'fi', 'th']
['aw', 'fi', 'th']
['aw', 'fi', 'th']
['aw', 'fm', 'th']
['aw', 'fm', 'th']
['aw', 'fm', 'th']
['aw', 'fm', 'th']
['aw', 'fm', 'th']
['aw', 'fm', 'th']
['aw', 'lk', 'th']
['aw', 'lk', 'th']
['aw', 'lk', 'th']
['aw', 'lk', 'th']
['aw', 'lk', 'th']
['aw', 'lk', 'th']
['aw', 'pv', 'th']
['aw', 'pv', 'th']
['aw', 'pv', 'th']
['aw', 'pv', 'th']
['aw', 'pv', 'th']
['aw', 'pv', 'th']
['aw', 'qg', 'th']
['aw', 'qg', 'th']
['aw', 'qg', 'th']
['aw', 'qg', 'th']
['aw', 'qg', 'th']
['aw', 'qg', 'th']
['aw', 'qm', 'th']
['aw', 'qm', 'th']
['aw', 'qm', 'th']
['aw', 'qm', 'th']
['aw', 'qm', 'th']
['aw', 'qm', 'th']
['aw', 'qn', 'th']
['aw', 'qn', 'th']
['aw', 'qn', 'th']
['aw', 'qn', 'th']
['aw', 'qn', 'th']
['aw', 'qn', 'th']
['aw', 'rl', 'th']
['aw', 'rl', 'th']
['aw', 'rl', 'th']
['aw', 'rl', 'th']
['aw', 'rl', 'th']
['aw', 'rl', 'th']
['aw', 'rw', 'th']
['aw', 'rw', 'th']
['aw', 'rw', 'th']
['aw', 'rw', 'th']
['aw', 'rw', 'th']
['aw', 'rw', 'th']
['az', 'cu', 'tf']
['az', 'cu', 'tf']
['az', 'cu', 'tf']
['az', 'cu', 'tf']
['az', 'cu', 'tf']
['az', 'cu', 'tf']
['az', 'dc', 'tf']
['az', 'dc', 'tf']
['az', 'dc', 'tf']
['az', 'dc', 'tf']
['az', 'dc', 'tf']
['az', 'dc', 'tf']
['az', 'dj', 'tf']
['az', 'dj', 'tf']
['az', 'dj', 'tf']
['az', 'dj', 'tf']
['az', 'dj', 'tf']
['az', 'dj', 'tf']
['az', 'fa', 'tf']
['az', 'fa', 'tf']
['az', 'fa', 'tf']
['az', 'fa', 'tf']
['az', 'fa', 'tf']
['az', 'fa', 'tf']
['az', 'gi', 'tf']
['az', 'gi', 'tf']
['az', 'gi', 'tf']
['az', 'gi', 'tf']
['az', 'gi', 'tf']
['az', 'gi', 'tf']
['az', 'hg', 'tf']
['az', 'hg', 'tf']
['az', 'hg', 'tf']
['az', 'hg', 'tf']
['az', 'hg', 'tf']
['az', 'hg', 'tf']
['az', 'hh', 'tf']
['az', 'hh', 'tf']
['az', 'hh', 'tf']
['az', 'hh', 'tf']
['az', 'hh', 'tf']
['az', 'hh', 'tf']
['az', 'hr', 'tf']
['az', 'hr', 'tf']
['az', 'hr', 'tf']
['az', 'hr', 'tf']
['az', 'hr', 'tf']
['az', 'hr', 'tf']
['az', 'rj', 'tf']
['az', 'rj', 'tf']
['az', 'rj', 'tf']
['az', 'rj', 'tf']
['az', 'rj', 'tf']
['az', 'rj', 'tf']
['az', 'sk', 'tf']
['az', 'sk', 'tf']
['az', 'sk', 'tf']
['az', 'sk', 'tf']
['az', 'sk', 'tf']
['az', 'sk', 'tf']
['bb', 'er', 'th']
['bb', 'er', 'th']
['bb', 'er', 'th']
['bb', 'er', 'th']
['bb', 'er', 'th']
['bb', 'er', 'th']
['bb', 'fi', 'th']
['bb', 'fi', 'th']
['bb', 'fi', 'th']
['bb', 'fi', 'th']
['bb', 'fi', 'th']
['bb', 'fi', 'th']
['bb', 'fm', 'th']
['bb', 'fm', 'th']
['bb', 'fm', 'th']
['bb', 'fm', 'th']
['bb', 'fm', 'th']
['bb', 'fm', 'th']
['bb', 'lk', 'th']
['bb', 'lk', 'th']
['bb', 'lk', 'th']
['bb', 'lk', 'th']
['bb', 'lk', 'th']
['bb', 'lk', 'th']
['bb', 'pv', 'th']
['bb', 'pv', 'th']
['bb', 'pv', 'th']
['bb', 'pv', 'th']
['bb', 'pv', 'th']
['bb', 'pv', 'th']
['bb', 'qg', 'th']
['bb', 'qg', 'th']
['bb', 'qg', 'th']
['bb', 'qg', 'th']
['bb', 'qg', 'th']
['bb', 'qg', 'th']
['bb', 'qm', 'th']
['bb', 'qm', 'th']
['bb', 'qm', 'th']
['bb', 'qm', 'th']
['bb', 'qm', 'th']
['bb', 'qm', 'th']
['bb', 'qn', 'th']
['bb', 'qn', 'th']
['bb', 'qn', 'th']
['bb', 'qn', 'th']
['bb', 'qn', 'th']
['bb', 'qn', 'th']
['bb', 'rl', 'th']
['bb', 'rl', 'th']
['bb', 'rl', 'th']
['bb', 'rl', 'th']
['bb', 'rl', 'th']
['bb', 'rl', 'th']
['bb', 'rw', 'th']
['bb', 'rw', 'th']
['bb', 'rw', 'th']
['bb', 'rw', 'th']
['bb', 'rw', 'th']
['bb', 'rw', 'th']
['bi', 'bp', 'tw']
['bi', 'bp', 'tw']
['bi', 'bp', 'tw']
['bi', 'bp', 'tw']
['bi', 'bp', 'tw']
['bi', 'bp', 'tw']
['bi', 'jo', 'tw']
['bi', 'jo', 'tw']
['bi', 'jo', 'tw']
['bi', 'jo', 'tw']
['bi', 'jo', 'tw']
['bi', 'jo', 'tw']
['bi', 'kv', 'tw']
['bi', 'kv', 'tw']
['bi', 'kv', 'tw']
['bi', 'kv', 'tw']
['bi', 'kv', 'tw']
['bi', 'kv', 'tw']
['bi', 'nl', 'tw']
['bi', 'nl', 'tw']
['bi', 'nl', 'tw']
['bi', 'nl', 'tw']
['bi', 'nl', 'tw']
['bi', 'nl', 'tw']
['bi', 'qw', 'tw']
['bi', 'qw', 'tw']
['bi', 'qw', 'tw']
['bi', 'qw', 'tw']
['bi', 'qw', 'tw']
['bi', 'qw', 'tw']
['bi', 'tw', 've']
['bi', 'tw', 've']
['bi', 'tw', 've']
['bi', 'tw', 've']
['bi', 'tw', 've']
['bi', 'tw', 've']
['bi', 'tw', 'vj']
['bi', 'tw', 'vj']
['bi', 'tw', 'vj']
['bi', 'tw', 'vj']
['bi', 'tw', 'vj']
['bi', 'tw', 'vj']
['bi', 'tw', 'vy']
['bi', 'tw', 'vy']
['bi', 'tw', 'vy']
['bi', 'tw', 'vy']
['bi', 'tw', 'vy']
['bi', 'tw', 'vy']
['bi', 'tw', 'zx']
['bi', 'tw', 'zx']
['bi', 'tw', 'zx']
['bi', 'tw', 'zx']
['bi', 'tw', 'zx']
['bi', 'tw', 'zx']
['bm', 'ds', 'tb']
['bm', 'ds', 'tb']
['bm', 'ds', 'tb']
['bm', 'ds', 'tb']
['bm', 'ds', 'tb']
['bm', 'ds', 'tb']
['bm', 'ds', 'to']
['bm', 'ds', 'to']
['bm', 'ds', 'to']
['bm', 'ds', 'to']
['bm', 'ds', 'to']
['bm', 'ds', 'to']
['bm', 'dt', 'tb']
['bm', 'dt', 'tb']
['bm', 'dt', 'tb']
['bm', 'dt', 'tb']
['bm', 'dt', 'tb']
['bm', 'dt', 'tb']
['bm', 'dt', 'to']
['bm', 'dt', 'to']
['bm', 'dt', 'to']
['bm', 'dt', 'to']
['bm', 'dt', 'to']
['bm', 'dt', 'to']
['bm', 'fu', 'tb']
['bm', 'fu', 'tb']
['bm', 'fu', 'tb']
['bm', 'fu', 'tb']
['bm', 'fu', 'tb']
['bm', 'fu', 'tb']
['bm', 'fu', 'to']
['bm', 'fu', 'to']
['bm', 'fu', 'to']
['bm', 'fu', 'to']
['bm', 'fu', 'to']
['bm', 'fu', 'to']
['bm', 'hn', 'tb']
['bm', 'hn', 'tb']
['bm', 'hn', 'tb']
['bm', 'hn', 'tb']
['bm', 'hn', 'tb']
['bm', 'hn', 'tb']
['bm', 'hn', 'to']
['bm', 'hn', 'to']
['bm', 'hn', 'to']
['bm', 'hn', 'to']
['bm', 'hn', 'to']
['bm', 'hn', 'to']
['bm', 'mi', 'tb']
['bm', 'mi', 'tb']
['bm', 'mi', 'tb']
['bm', 'mi', 'tb']
['bm', 'mi', 'tb']
['bm', 'mi', 'tb']
['bm', 'mi', 'to']
